example_id                                                             | status  | run_time        |
./spec/system/products_spec.rb[1:3:2]                                  | passed  | 0.37318 seconds |
./spec/system/products_spec.rb[1:3:3]                                  | passed  | 0.36649 seconds |
./spec/system/products_spec.rb[1:3:4]                                  | passed  | 0.32342 seconds |
./spec/system/products_spec.rb[1:3:5]                                  | passed  | 0.31991 seconds |
./spec/system/products_spec.rb[1:4:1]                                  | passed  | 0.37771 seconds |
./spec/system/products_spec.rb[1:5:1:1]                                | passed  | 0.40287 seconds |
./spec/system/products_spec.rb[1:5:1:2]                                | passed  | 0.3638 seconds  |
./spec/system/products_spec.rb[1:5:1:3]                                | passed  | 2.06 seconds    |
./spec/system/products_spec.rb[1:6:1]                                  | passed  | 0.95538 seconds |
./spec/system/products_spec.rb[1:6:2]                                  | passed  | 0.3052 seconds  |
./spec/system/products_spec.rb[1:7:1]                                  | passed  | 0.6396 seconds  |
./spec/system/products_spec.rb[1:8]                                    | passed  | 0.88185 seconds |
./spec/system/products_spec.rb[1:9]                                    | passed  | 0.49315 seconds |
./spec/system/products_spec.rb[1:10]                                   | passed  | 0.41516 seconds |
./spec/system/products_spec.rb[1:11]                                   | passed  | 0.37845 seconds |
./spec/system/products_spec.rb[1:12]                                   | passed  | 0.40558 seconds |
./spec/system/products_spec.rb[1:13]                                   | passed  | 0.36401 seconds |
./spec/system/promotion_code_invalidation_spec.rb[1:1]                 | passed  | 0.92123 seconds |
./spec/system/quantity_promotions_spec.rb[1:1]                         | passed  | 1.15 seconds    |
./spec/system/quantity_promotions_spec.rb[1:2]                         | passed  | 0.78302 seconds |
./spec/system/quantity_promotions_spec.rb[1:3:1]                       | passed  | 0.89022 seconds |
./spec/system/search_spec.rb[1:1]                                      | failed  | 0.18278 seconds |
./spec/system/search_spec.rb[1:2]                                      | failed  | 0.17627 seconds |
./spec/system/search_spec.rb[1:3:1]                                    | failed  | 0.48568 seconds |
./spec/system/search_spec.rb[1:3:2]                                    | failed  | 0.42922 seconds |
./spec/system/search_spec.rb[1:3:3]                                    | failed  | 0.43236 seconds |
./spec/system/search_spec.rb[1:3:4]                                    | failed  | 0.4485 seconds  |
./spec/system/search_spec.rb[1:3:5]                                    | failed  | 0.43648 seconds |
./spec/system/search_spec.rb[1:3:6]                                    | failed  | 0.4718 seconds  |
./spec/system/search_spec.rb[1:3:7]                                    | failed  | 0.43234 seconds |
./spec/system/taxons_spec.rb[1:1]                                      | passed  | 0.08563 seconds |
./spec/system/taxons_spec.rb[1:2]                                      | passed  | 0.05844 seconds |
./spec/system/taxons_spec.rb[1:3:1]                                    | passed  | 0.11646 seconds |
./spec/system/taxons_spec.rb[1:3:2]                                    | passed  | 0.11856 seconds |
./spec/system/taxons_spec.rb[1:3:3]                                    | passed  | 0.11798 seconds |
./spec/system/taxons_spec.rb[1:3:4]                                    | passed  | 0.11772 seconds |
./spec/system/taxons_spec.rb[1:3:5]                                    | passed  | 0.12138 seconds |
./spec/system/taxons_spec.rb[1:4:1]                                    | passed  | 0.45531 seconds |
./spec/system/taxons_spec.rb[1:4:2]                                    | passed  | 0.43763 seconds |
./spec/system/taxons_spec.rb[1:5:1]                                    | passed  | 0.13149 seconds |
./spec/system/taxons_spec.rb[1:5:2:1]                                  | passed  | 0.11911 seconds |
./spec/system/taxons_spec.rb[1:6:1]                                    | passed  | 0.14896 seconds |
./spec/system/template_rendering_spec.rb[1:1]                          | passed  | 0.01911 seconds |
